시간,총부하MW,실부하MW
2025-05-06 오후 9:25:00,53252.5625,52637.871094
2025-05-06 오후 9:30:00,53008.394531,52405.15625
2025-05-06 오후 9:35:00,52832.332031,52243.425781
2025-05-06 오후 9:40:00,52688.121094,52109.558594
2025-05-06 오후 9:45:00,52627.226562,52044.417969
2025-05-06 오후 9:50:00,52577.902344,51996.613281
2025-05-06 오후 9:55:00,52517.597656,51940.878906
2025-05-06 오후 10:00:00,52294.292969,51710.632812
2025-05-06 오후 10:05:00,52497.484375,51921.578125
2025-05-06 오후 10:10:00,52525.824219,51944.585938
2025-05-06 오후 10:15:00,52297.390625,51697.992188
2025-05-06 오후 10:20:00,52399.964844,51800.527344
2025-05-06 오후 10:25:00,52237.699219,51654.765625
2025-05-06 오후 10:30:00,51945.382812,51367.378906
2025-05-06 오후 10:35:00,51804.257812,51232.773438
2025-05-06 오후 10:40:00,51683.257812,51103.175781
2025-05-06 오후 10:45:00,51501.917969,50912.59375
2025-05-06 오후 10:50:00,51365.347656,50755.777344
2025-05-06 오후 10:55:00,51073.378906,50482.105469
2025-05-06 오후 11:00:00,50890.664062,50304.199219
2025-05-06 오후 11:05:00,51315.007812,50715.65625
2025-05-06 오후 11:10:00,51073.234375,50482.140625
2025-05-06 오후 11:15:00,50741.324219,50143.621094
2025-05-06 오후 11:20:00,51116.109375,50522.894531
2025-05-06 오후 11:25:00,50767.867188,50164.363281
2025-05-06 오후 11:30:00,50510.027344,49901.558594
2025-05-06 오후 11:35:00,49956.796875,49346.710938
2025-05-06 오후 11:40:00,50056.816406,49459.207031
2025-05-06 오후 11:45:00,49845.15625,49259.730469
2025-05-06 오후 11:50:00,49489.003906,48889.570312
2025-05-06 오후 11:55:00,49067.8125,48500.980469
2025-05-07,48601.820312,48026.15625
2025-05-07 오전 12:05:00,48201.625,47623.585938
2025-05-07 오전 12:10:00,48365.074219,47790.320312
2025-05-07 오전 12:15:00,47958.945312,47382.269531
2025-05-07 오전 12:20:00,47713.582031,47174.988281
2025-05-07 오전 12:25:00,47626.65625,47065.238281
2025-05-07 오전 12:30:00,47206.34375,46653.535156
2025-05-07 오전 12:35:00,46981.390625,46427.046875
2025-05-07 오전 12:40:00,46764.957031,46214.121094
2025-05-07 오전 12:45:00,46722.800781,46187.902344
2025-05-07 오전 12:50:00,46602.839844,46036.433594
2025-05-07 오전 12:55:00,46272.976562,45705.007812
2025-05-07 오전 1:00:00,46153.21875,45606.902344
2025-05-07 오전 1:05:00,45824.628906,45282.484375
2025-05-07 오전 1:10:00,45911.507812,45382.617188
2025-05-07 오전 1:15:00,45844.84375,45309.011719
2025-05-07 오전 1:20:00,45746.957031,45217.566406
2025-05-07 오전 1:25:00,45378.855469,44845.09375
2025-05-07 오전 1:30:00,45116.214844,44576.789062
2025-05-07 오전 1:35:00,45146.667969,44604.777344
2025-05-07 오전 1:40:00,45125.46875,44593.644531
2025-05-07 오전 1:45:00,45260.992188,44735.117188
2025-05-07 오전 1:50:00,45281.003906,44742.640625
2025-05-07 오전 1:55:00,44976.359375,44439.097656
2025-05-07 오전 2:00:00,44677.148438,44149.589844
2025-05-07 오전 2:05:00,44820.78125,44293.675781
2025-05-07 오전 2:10:00,44844.429688,44301.664062
2025-05-07 오전 2:20:00,44675.175781,44134.742188
2025-05-07 오전 2:25:00,44715.667969,44180.105469
2025-05-07 오전 2:30:00,44526.609375,43979.753906
2025-05-07 오전 2:35:00,44704.984375,44172.96875
2025-05-07 오전 2:40:00,44556.660156,44025.078125
2025-05-07 오전 2:45:00,44338.75,43801.367188
2025-05-07 오전 2:50:00,44157.863281,43634.886719
2025-05-07 오전 2:55:00,44154.253906,43619.433594
2025-05-07 오전 3:00:00,44414.742188,43890.789062
2025-05-07 오전 3:05:00,44137.382812,43621.160156
2025-05-07 오전 3:10:00,44024.925781,43513.445312
2025-05-07 오전 3:15:00,43960.820312,43435.277344
2025-05-07 오전 3:20:00,44035.78125,43515.238281
2025-05-07 오전 3:25:00,43947.4375,43423.195312
2025-05-07 오전 3:30:00,43714.617188,43191.328125
2025-05-07 오전 3:35:00,43822.511719,43305.675781
2025-05-07 오전 3:40:00,43993.550781,43480.109375
2025-05-07 오전 3:45:00,43821.871094,43318.230469
2025-05-07 오전 3:50:00,44129.492188,43626.226562
2025-05-07 오전 3:55:00,44070.355469,43562.40625
2025-05-07 오전 4:00:00,43969.21875,43465.542969
2025-05-07 오전 4:05:00,44086.679688,43578.535156
2025-05-07 오전 4:10:00,44152.632812,43631.972656
2025-05-07 오전 4:15:00,44295.15625,43772.214844
2025-05-07 오전 4:20:00,44047.039062,43527.964844
2025-05-07 오전 4:25:00,44199.082031,43674.160156
2025-05-07 오전 4:30:00,44152.148438,43622.710938
2025-05-07 오전 4:35:00,44487.621094,43961.773438
2025-05-07 오전 4:40:00,45082.589844,44543.921875
2025-05-07 오전 4:45:00,44780.890625,44248.976562
2025-05-07 오전 4:50:00,44864.617188,44347.613281
2025-05-07 오전 4:55:00,44780.476562,44259.707031
2025-05-07 오전 5:00:00,44806.222656,44283.980469
2025-05-07 오전 5:05:00,45148.320312,44607.617188
2025-05-07 오전 5:10:00,45426,44892.65625
2025-05-07 오전 5:15:00,45436.964844,44904.183594
2025-05-07 오전 5:20:00,45418.160156,44878.929688
2025-05-07 오전 5:25:00,45686.328125,45131.679688
2025-05-07 오전 5:30:00,45757.554688,45221.203125
2025-05-07 오전 5:35:00,46008.417969,45464.222656
2025-05-07 오전 5:40:00,45888.375,45348.285156
2025-05-07 오전 5:45:00,45988.859375,45451.832031
2025-05-07 오전 5:50:00,46296.214844,45751.417969
2025-05-07 오전 5:55:00,46514.492188,45978.039062
2025-05-07 오전 6:00:00,46913.398438,46360.699219
2025-05-07 오전 6:05:00,46991.726562,46463.464844
2025-05-07 오전 6:10:00,46970.160156,46424.84375
2025-05-07 오전 6:15:00,47507.003906,47019.792969
2025-05-07 오전 6:20:00,47720.792969,47184.039062
2025-05-07 오전 6:25:00,47995.609375,47485.703125
2025-05-07 오전 6:30:00,48024.761719,47515.320312
2025-05-07 오전 6:35:00,48222.070312,47704.460938
2025-05-07 오전 6:40:00,47802.058594,47295.65625
2025-05-07 오전 6:45:00,48146.140625,47639.324219
2025-05-07 오전 6:50:00,48224.945312,47727.738281
2025-05-07 오전 6:55:00,48020.65625,47530.585938
2025-05-07 오전 7:00:00,47848.441406,47368.214844
2025-05-07 오전 7:05:00,48509.625,48052.980469
2025-05-07 오전 7:10:00,48750.863281,48298.863281
2025-05-07 오전 7:15:00,48659.84375,48232.628906
2025-05-07 오전 7:20:00,48623.046875,48184.1875
2025-05-07 오전 7:25:00,48480.558594,48038.367188
2025-05-07 오전 7:30:00,49024.027344,48489.304688
2025-05-07 오전 7:35:00,49051.355469,48521.171875
2025-05-07 오전 7:40:00,48699.425781,48161.8125
2025-05-07 오전 7:45:00,48652.929688,48113.9375
2025-05-07 오전 7:50:00,48921.613281,48328.53125
2025-05-07 오전 7:55:00,48430.0625,47876.414062
2025-05-07 오전 8:00:00,48569.472656,47879.800781
2025-05-07 오전 8:05:00,48487.476562,47906.230469
2025-05-07 오전 8:10:00,48444.746094,47858.785156
2025-05-07 오전 8:15:00,48681.832031,48093.011719
2025-05-07 오전 8:20:00,48714.421875,48112.527344
2025-05-07 오전 8:25:00,48401.558594,47809.328125
2025-05-07 오전 8:30:00,48317.667969,47705.3125
2025-05-07 오전 8:35:00,48560.105469,47940.785156
2025-05-07 오전 8:40:00,48021.035156,47366.335938
2025-05-07 오전 8:45:00,48084.929688,47451.402344
2025-05-07 오전 8:50:00,47905.09375,47258.917969
2025-05-07 오전 8:55:00,47413.425781,46739.726562
2025-05-07 오전 9:00:00,47309.648438,46636.792969
2025-05-07 오전 9:05:00,46963.929688,46301.273438
2025-05-07 오전 9:10:00,46635.855469,45958.140625
2025-05-07 오전 9:15:00,46330.96875,45646.527344
2025-05-07 오전 9:20:00,46226.34375,45521.246094
2025-05-07 오전 9:25:00,45749.527344,45027.117188
2025-05-07 오전 9:30:00,45339.894531,44616.699219
2025-05-07 오전 9:35:00,45319.84375,44576.867188
2025-05-07 오전 9:40:00,44946.605469,44214.03125
2025-05-07 오전 9:45:00,44511.960938,43761.855469
2025-05-07 오전 9:50:00,44298.101562,43536.878906
2025-05-07 오전 9:55:00,43846.339844,43087.285156
2025-05-07 오전 10:00:00,43279.179688,42478.675781
2025-05-07 오전 10:05:00,43618.390625,42842.0625
2025-05-07 오전 10:10:00,43296.449219,42502.234375
2025-05-07 오전 10:15:00,43273.496094,42454.554688
2025-05-07 오전 10:20:00,43357.941406,42571.53125
2025-05-07 오전 10:25:00,43208.246094,42404.277344
2025-05-07 오전 10:30:00,42652.902344,41848.253906
2025-05-07 오전 10:35:00,42314.996094,41508.757812
2025-05-07 오전 10:40:00,42176.199219,41358.347656
2025-05-07 오전 10:45:00,42153.671875,41313.472656
2025-05-07 오전 10:50:00,41946.195312,41150.828125
2025-05-07 오전 10:55:00,41990.578125,41195.222656
2025-05-07 오전 11:00:00,41823.417969,41011.753906
2025-05-07 오전 11:05:00,41373.023438,40538.511719
2025-05-07 오전 11:10:00,41298.398438,40463.273438
2025-05-07 오전 11:15:00,41216.429688,40405.316406
2025-05-07 오전 11:20:00,40622.007812,39844.832031
2025-05-07 오전 11:25:00,40641.839844,39822.074219
2025-05-07 오전 11:30:00,40459.527344,39642.707031
2025-05-07 오전 11:35:00,40155.199219,39346.925781
2025-05-07 오전 11:40:00,39826.199219,39023.675781
2025-05-07 오전 11:45:00,39757.988281,38967.21875
2025-05-07 오전 11:50:00,39345.972656,38549.511719
2025-05-07 오전 11:55:00,38812.683594,38003.820312
2025-05-07 오후 12:00:00,38205.625,37378.585938
2025-05-07 오후 12:05:00,38230.117188,37411.601562
2025-05-07 오후 12:10:00,38158.960938,37353.023438
2025-05-07 오후 12:15:00,37927.332031,37121.964844
2025-05-07 오후 12:20:00,37640.421875,36835.929688
2025-05-07 오후 12:25:00,37539.355469,36718.117188
2025-05-07 오후 12:30:00,37452.660156,36633.734375
2025-05-07 오후 12:35:00,37392.539062,36564.5
2025-05-07 오후 12:40:00,37476.472656,36653.539062
2025-05-07 오후 12:45:00,37466.480469,36649.15625
2025-05-07 오후 12:50:00,37819.570312,36992.585938
2025-05-07 오후 1:00:00,38418.96875,37603.738281
2025-05-07 오후 1:05:00,39001.808594,38218.671875
2025-05-07 오후 1:10:00,39626.160156,38862.410156
2025-05-07 오후 1:15:00,39983.855469,39181.175781
2025-05-07 오후 1:20:00,40072.410156,39260.292969
2025-05-07 오후 1:25:00,40186.214844,39360
2025-05-07 오후 1:30:00,41051.65625,40255.90625
2025-05-07 오후 1:35:00,41317.828125,40516.808594
2025-05-07 오후 1:40:00,41400.199219,40588.808594
2025-05-07 오후 1:45:00,41762.417969,40983.714844
2025-05-07 오후 1:50:00,42064.058594,41303.226562
2025-05-07 오후 1:55:00,42137.34375,41315.070312
2025-05-07 오후 2:00:00,42612.421875,41797.5625
2025-05-07 오후 2:05:00,42669.207031,41899.308594
2025-05-07 오후 2:10:00,43217.273438,42455.777344
2025-05-07 오후 2:15:00,43210.332031,42443.726562
2025-05-07 오후 2:20:00,43596.269531,42832.457031
2025-05-07 오후 2:25:00,43911.636719,43163.046875
2025-05-07 오후 2:30:00,43939.917969,43199.734375
2025-05-07 오후 2:35:00,44106.433594,43366.90625
2025-05-07 오후 2:40:00,44360.273438,43623.484375
2025-05-07 오후 2:45:00,44653.066406,43906.074219
2025-05-07 오후 2:50:00,44558.160156,43810.183594
2025-05-07 오후 2:55:00,44742.453125,44029.070312
2025-05-07 오후 3:00:00,44606.589844,43842.59375
2025-05-07 오후 3:05:00,44680.230469,43925.042969
2025-05-07 오후 3:10:00,45098.214844,44354.335938
2025-05-07 오후 3:15:00,45349.472656,44614.273438
2025-05-07 오후 3:20:00,45842.5625,45132.125
2025-05-07 오후 3:25:00,0,0
2025-05-07 오후 3:30:00,46405.019531,45724.507812
2025-05-07 오후 3:35:00,46878.488281,46210.746094
2025-05-07 오후 3:40:00,47346.28125,46679.171875
2025-05-07 오후 3:45:00,47717.742188,47068.125
2025-05-07 오후 3:50:00,47976.015625,47312.625
2025-05-07 오후 3:55:00,48337.878906,47618.507812
2025-05-07 오후 4:00:00,48629.550781,47959.433594
2025-05-07 오후 4:05:00,49107.246094,48448.433594
2025-05-07 오후 4:10:00,49381.144531,48737.933594
2025-05-07 오후 4:15:00,49716.3125,49070.636719
2025-05-07 오후 4:20:00,50186.054688,49546.148438
2025-05-07 오후 4:25:00,50733.265625,50121.683594
2025-05-07 오후 4:30:00,51176.765625,50555.375
2025-05-07 오후 4:35:00,51237.605469,50641.378906
2025-05-07 오후 4:40:00,51854.828125,51251.804688
2025-05-07 오후 4:45:00,52210.335938,51585.804688
2025-05-07 오후 4:50:00,52356.753906,51752.175781
2025-05-07 오후 4:55:00,52562.929688,51913.589844
2025-05-07 오후 5:00:00,52694.871094,52091.089844
2025-05-07 오후 5:05:00,52628.667969,52025.53125
2025-05-07 오후 5:10:00,52885.054688,52252.226562
2025-05-07 오후 5:15:00,53235.796875,52622.460938
2025-05-07 오후 5:20:00,53607.457031,52994.605469
2025-05-07 오후 5:25:00,53946.597656,53324.339844
2025-05-07 오후 5:30:00,54219.003906,53604.726562
2025-05-07 오후 5:35:00,54424.503906,53800.652344
2025-05-07 오후 5:40:00,54735.195312,54135.59375
2025-05-07 오후 5:50:00,55043.296875,54428.097656
2025-05-07 오후 6:00:00,55671.351562,55074.617188
2025-05-07 오후 6:05:00,55957.472656,55351.101562
2025-05-07 오후 6:10:00,56324.535156,55744.347656
2025-05-07 오후 6:15:00,56723.742188,56133.859375
2025-05-07 오후 6:20:00,56843.578125,56279.125
2025-05-07 오후 6:25:00,57171.597656,56610.902344
2025-05-07 오후 6:30:00,57369.960938,56797.59375
2025-05-07 오후 6:35:00,57356.25,56802.820312
2025-05-07 오후 6:40:00,57613.578125,57050.601562
2025-05-07 오후 6:45:00,58086.886719,57535.570312
2025-05-07 오후 6:50:00,58203.007812,57646.039062
2025-05-07 오후 6:55:00,58379.300781,57828.835938
2025-05-07 오후 7:00:00,58526.246094,57976.054688
2025-05-07 오후 7:05:00,58865.40625,58309.808594
2025-05-07 오후 7:10:00,59015.535156,58459.835938
2025-05-07 오후 7:15:00,59374.121094,58809.191406
2025-05-07 오후 7:20:00,59396.46875,58836.578125
2025-05-07 오후 7:25:00,59436.003906,58871.367188
2025-05-07 오후 7:30:00,59418.820312,58852.433594
2025-05-07 오후 7:35:00,59660.675781,59089.175781
2025-05-07 오후 7:40:00,59472.839844,58917.183594
2025-05-07 오후 7:45:00,59514.199219,58932.3125
2025-05-07 오후 7:50:00,59506.578125,58945.800781
2025-05-07 오후 7:55:00,59195.117188,58637.527344
2025-05-07 오후 8:00:00,59313.792969,58761.332031
2025-05-07 오후 8:05:00,59017.414062,58461.429688
2025-05-07 오후 8:10:00,58646.921875,58080.546875
2025-05-07 오후 8:15:00,59089.933594,58538.964844
2025-05-07 오후 8:20:00,58961.230469,58399.832031
2025-05-07 오후 8:25:00,58776.582031,58199.03125
2025-05-07 오후 8:30:00,58829.921875,58211.75
2025-05-07 오후 8:40:00,58580.117188,57992.398438
2025-05-07 오후 8:45:00,58753.757812,58172.863281
2025-05-07 오후 8:50:00,58394.5625,57805.246094
2025-05-07 오후 8:55:00,58223.941406,57632.199219
2025-05-07 오후 9:00:00,57907.097656,57314.542969
2025-05-07 오후 9:05:00,57811.589844,57215.191406
2025-05-07 오후 9:10:00,57487.667969,56882.085938
2025-05-07 오후 9:15:00,57495.640625,56906.097656
2025-05-07 오후 9:20:00,57498.167969,56894.628906
2025-05-07 오후 9:25:00,57273.875,56677.597656
2025-05-07 오후 9:30:00,57313.96875,56716.066406
2025-05-07 오후 9:35:00,57132.652344,56540.84375
2025-05-07 오후 9:40:00,56852.578125,56261.78125
2025-05-07 오후 9:45:00,56903.601562,56312.570312
2025-05-07 오후 9:50:00,56716.304688,56123.53125
2025-05-07 오후 9:55:00,56539.605469,55951.472656
2025-05-07 오후 10:00:00,56364.226562,55773.90625
2025-05-07 오후 10:05:00,56856.117188,56267.152344
2025-05-07 오후 10:10:00,56835.183594,56234.277344
2025-05-07 오후 10:15:00,56901.066406,56294.636719
2025-05-07 오후 10:20:00,57189.167969,56603.03125
2025-05-07 오후 10:25:00,56930.0625,56344.777344
2025-05-07 오후 10:30:00,56498.4375,55939.910156
2025-05-07 오후 10:35:00,56302.742188,55717.890625
2025-05-07 오후 10:40:00,56351.003906,55768.222656
2025-05-07 오후 10:45:00,56093.097656,55509.074219
2025-05-07 오후 10:50:00,55908.160156,55320.339844
2025-05-07 오후 10:55:00,55516.144531,54947.589844
2025-05-07 오후 11:00:00,55529.328125,54937.902344
2025-05-07 오후 11:05:00,55805.046875,55213.929688
2025-05-07 오후 11:10:00,55652.425781,55068.058594
2025-05-07 오후 11:15:00,55434.109375,54851.707031
2025-05-07 오후 11:20:00,55311.769531,54733.789062
2025-05-07 오후 11:25:00,55139.527344,54569.507812
2025-05-07 오후 11:30:00,55004.050781,54428.320312
2025-05-07 오후 11:35:00,54614.066406,54040.820312
2025-05-07 오후 11:40:00,54087.941406,53521.679688
2025-05-07 오후 11:45:00,53748.679688,53192.515625
2025-05-07 오후 11:50:00,53242.144531,52679.320312
2025-05-07 오후 11:55:00,53155.261719,52604.960938
2025-05-08,52479.035156,51929.242188
2025-05-08 오전 12:05:00,52428.46875,51853.847656
2025-05-08 오전 12:10:00,51647.058594,51087.933594
2025-05-08 오전 12:15:00,51744.761719,51188.027344
2025-05-08 오전 12:20:00,51315.585938,50753.492188
2025-05-08 오전 12:25:00,51405.53125,50820.28125
2025-05-08 오전 12:30:00,50842.5625,50298.242188
2025-05-08 오전 12:35:00,50409.21875,49868.03125
2025-05-08 오전 12:40:00,50641.339844,50094.46875
2025-05-08 오전 12:45:00,50251.957031,49704.109375
2025-05-08 오전 12:50:00,50200.210938,49650.019531
2025-05-08 오전 12:55:00,49791.796875,49248.402344
2025-05-08 오전 1:00:00,49557.710938,49021.730469
2025-05-08 오전 1:05:00,49440.53125,48892.257812
2025-05-08 오전 1:10:00,49226.839844,48693.257812
2025-05-08 오전 1:15:00,49196.210938,48665.128906
2025-05-08 오전 1:20:00,48882.484375,48358.144531
2025-05-08 오전 1:25:00,48848.9375,48314.011719
2025-05-08 오전 1:30:00,48611.785156,48077.449219
2025-05-08 오전 1:35:00,48671.285156,48137.347656
2025-05-08 오전 1:40:00,48709.027344,48172.296875
2025-05-08 오전 1:45:00,48355.234375,47813.867188
2025-05-08 오전 1:50:00,48684.660156,48154.445312
2025-05-08 오전 1:55:00,48441.511719,47917.441406
2025-05-08 오전 2:00:00,48206.992188,47679.171875
2025-05-08 오전 2:05:00,48064.335938,47542.875
2025-05-08 오전 2:10:00,47965.289062,47445.78125
2025-05-08 오전 2:15:00,47907.054688,47383.375
2025-05-08 오전 2:20:00,47774.050781,47237.304688
2025-05-08 오전 2:25:00,47848.53125,47330.105469
2025-05-08 오전 2:30:00,47719.675781,47206.730469
2025-05-08 오전 2:35:00,47541.902344,47013.582031
2025-05-08 오전 2:40:00,47525.433594,47007.324219
2025-05-08 오전 2:45:00,47474.425781,46959.300781
2025-05-08 오전 2:50:00,47442.609375,46927.066406
2025-05-08 오전 2:55:00,47295.089844,46772.882812
2025-05-08 오전 3:05:00,47257.851562,46739.59375
2025-05-08 오전 3:10:00,47511.78125,46978.117188
2025-05-08 오전 3:15:00,47459.523438,46921.339844
2025-05-08 오전 3:20:00,47609.832031,47085.667969
2025-05-08 오전 3:25:00,47386.988281,46852.132812
2025-05-08 오전 3:30:00,47396.277344,46863.824219
2025-05-08 오전 3:35:00,47283.570312,46752.523438
2025-05-08 오전 3:40:00,47391.898438,46863.367188
2025-05-08 오전 3:45:00,47648.421875,47124.058594
2025-05-08 오전 3:50:00,47406.347656,46877.835938
2025-05-08 오전 3:55:00,47401.421875,46868.398438
2025-05-08 오전 4:00:00,47642.945312,47112.597656
2025-05-08 오전 4:05:00,47402.734375,46867.328125
2025-05-08 오전 4:10:00,47522.722656,46989.535156
2025-05-08 오전 4:15:00,47418.453125,46891.683594
2025-05-08 오전 4:20:00,47433.117188,46905.535156
2025-05-08 오전 4:25:00,47475.113281,46944.558594
2025-05-08 오전 4:30:00,47559.445312,47024
2025-05-08 오전 4:35:00,47675.628906,47161.613281
2025-05-08 오전 4:40:00,47882.304688,47350.511719
